"","id","bin","taxon","NA","NA.1","ns","ofdeg","r","q","rms","gc","length"
"57","contig11741",51,"Mycoplasma arthritidis 158L3-1","Reverse",2124,0,-0.0900988875031906,-0.999740432665807,191.398103388191,0.872195816079355,0.317796610169492,2124
"58","contig11816",41,"Fake Bacteria","Forward",2848,0,-0.0765909698304609,-0.99998006237598,226.002148928029,0.275510699261368,0.666081460674157,2848
"59","contig11824",41,"Fake Bacteria","Reverse",2806,0,-0.0762368439867058,-0.9999614690583,219.049607035808,0.430286041962405,0.66143977191732,2806
"60","contig11845",21,"Bacillus halodurans C-125","Forward",2201,0,-0.0670551459898316,-0.999931642609181,154.865630562445,0.395243237294756,0.458882326215357,2201
"61","contig11873",41,"Fake Bacteria","Reverse",2454,0,-0.076118296405179,-0.999923524714785,191.215383937867,0.462042050876723,0.656886715566422,2454
"62","contig11921",21,"Bacillus halodurans C-125","Forward",2598,0,-0.0679063138825874,-0.999948011302337,186.312608729377,0.35983349030954,0.439183987682833,2598
"63","contig11962",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2347,0,-0.0761143376522933,-0.999885092788083,182.93566892381,0.541621693851182,0.615679590967192,2347
"64","contig11982",51,"Mycoplasma arthritidis 158L3-1","Reverse",2784,0,-0.090779414481615,-0.999811168274998,255.748747982578,0.982402606347704,0.302442528735632,2784
"65","contig12021",21,"Bacillus halodurans C-125","Forward",2389,0,-0.0681088078116808,-0.999949445933428,170.590021051432,0.327371363941725,0.448304730012558,2389
"66","contig12061",31,"Pelotomaculum thermopropionicum SI","Forward",2185,0,-0.0705039851524458,-0.999930974364235,162.346630733529,0.362024416137313,0.544622425629291,2185
"67","contig12089",11,"Streptococcus gallolyticus UCN34","Forward",2403,0,-0.0755353984700841,-0.999970130083226,188.172234437129,0.321487768909119,0.377028714107366,2403
"68","contig12221",21,"Bacillus halodurans C-125","Reverse",2483,0,-0.0696417237440468,-0.999842766152382,181.759128017821,0.702752897020572,0.455094643576319,2483
"69","contig12287",32,"Granulibacter bethesdensis CGDNIH1","Forward",2354,0,-0.0747523636966777,-0.999953143826427,178.462127484524,0.340692011887872,0.588360237892948,2354
"70","contig12310",51,"Mycoplasma arthritidis 158L3-1","Reverse",2206,0,-0.088287517155256,-0.999285174634699,197.540707867952,1.68819675179015,0.323209428830462,2206
"71","contig12320",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2177,0,-0.0735024503375909,-0.999979164232063,165.991928380377,0.206573267805028,0.588424437299035,2177
"72","contig12332",32,"Granulibacter bethesdensis CGDNIH1","Forward",2982,0,-0.0702581790593383,-0.999931805759113,214.282116037697,0.489402774911494,0.564050972501677,2982
"73","contig12352",41,"Fake Bacteria","Reverse",2208,0,-0.0750939680248562,-0.999909500807154,172.803826867348,0.511202309047897,0.657155797101449,2208
"74","contig1246",61,"Thiobacillus denitrificans ATCC 25259","Forward",2065,0,-0.0884989004020573,-0.999916206112189,189.287656956874,0.473190990702436,0.675060532687651,2065
"75","contig12483",32,"Granulibacter bethesdensis CGDNIH1","Forward",2740,0,-0.0696064440224195,-0.999889511635474,198.90437062995,0.567073388281744,0.568613138686131,2740
"76","contig12542",21,"Bacillus halodurans C-125","Forward",2383,0,-0.0681685029924606,-0.999952054335146,169.758726449395,0.364528793864722,0.44146034410407,2383
"77","contig1256",22,"Desulfitobacterium hafniense Y51","Reverse",2800,0,-0.0677113538240376,-0.999752231395351,198.810972362228,0.844244761648588,0.488214285714286,2800
"78","contig12575",22,"Desulfitobacterium hafniense Y51","Forward",2111,0,-0.0683386775730701,-0.999973518628504,150.257373688868,0.240448757892289,0.465656087162482,2111
"79","contig12675",33,"Prochlorococcus marinus MIT9303","Reverse",2504,0,-0.0687010619052312,-0.999887920315759,181.458111899205,0.515146085377163,0.53314696485623,2504
"80","contig12690",51,"Mycoplasma arthritidis 158L3-1","Forward",2929,0,-0.0892229070156023,-0.999938380279588,270.126133244427,0.580455480747986,0.305565039262547,2929
"81","contig12691",21,"Bacillus halodurans C-125","Forward",2702,0,-0.0681518724292625,-0.999871747624688,191.382719497407,0.589936983443054,0.447076239822354,2702
"82","contig1271",41,"Fake Bacteria","Forward",2591,0,-0.0777559992701148,-0.999982172585147,208.201764502605,0.275535976833085,0.669239675800849,2591
"83","contig12771",61,"Thiobacillus denitrificans ATCC 25259","Forward",2239,0,-0.088389046281193,-0.999629880797704,204.363795993147,1.07766269675118,0.671281822242072,2239
"84","contig12802",11,"Streptococcus gallolyticus UCN34","Reverse",2933,0,-0.0740102969626839,-0.999945293906512,230.964765253956,0.454168125479218,0.391067166723491,2933
"85","contig12818",11,"Streptococcus gallolyticus UCN34","Forward",2141,0,-0.0756495423085212,-0.999972667486868,169.841885171011,0.274260594671628,0.38626809901915,2141
"86","contig12847",41,"Fake Bacteria","Forward",2204,0,-0.0770332637582738,-0.999906457260295,177.351207395348,0.464468649857237,0.668330308529946,2204
"87","contig12849",41,"Fake Bacteria","Forward",2835,0,-0.0767947800628898,-0.999972118780337,224.002904659656,0.32515824039319,0.664550264550265,2835
"88","contig12910",33,"Prochlorococcus marinus MIT9303","Forward",2856,0,-0.0700140135954526,-0.99991661218638,206.674414836401,0.591710234660351,0.523809523809524,2856
"89","contig12911",11,"Streptococcus gallolyticus UCN34","Forward",2945,0,-0.0787306420922681,-0.999961980639744,238.245863579528,0.404379294922275,0.362308998302207,2945
"90","contig12920",41,"Fake Bacteria","Forward",2781,0,-0.0750813113424844,-0.999948221066045,216.761710457747,0.486703773107587,0.651564185544768,2781
"91","contig12997",22,"Desulfitobacterium hafniense Y51","Reverse",2832,0,-0.0671945650747319,-0.99998481729276,198.031057448488,0.209736440135208,0.471045197740113,2832
"92","contig1304",33,"Prochlorococcus marinus MIT9303","Reverse",2274,0,-0.0688103634488139,-0.999937368558101,164.479995819935,0.350261457316008,0.552770448548813,2274
"93","contig13070",21,"Bacillus halodurans C-125","Reverse",2108,0,-0.0686962631190926,-0.999953373943253,150.961722422315,0.320458730942265,0.43595825426945,2108
"94","contig13110",11,"Streptococcus gallolyticus UCN34","Forward",2045,0,-0.0772257207262849,-0.999891517374324,167.064089496833,0.465281502021532,0.371638141809291,2045
"95","contig13214",41,"Fake Bacteria","Reverse",2704,0,-0.0766169114971848,-0.999981118763856,213.600560051605,0.25461633843227,0.665310650887574,2704
"96","contig13220",41,"Fake Bacteria","Forward",2863,0,-0.0762374124262308,-0.999995234897606,225.648562737023,0.134773564415132,0.661194551170101,2863
"97","contig13224",32,"Granulibacter bethesdensis CGDNIH1","Forward",2124,0,-0.072113286787697,-0.999979646585485,159.833648921557,0.19544544413489,0.593691148775895,2124
"98","contig1329",32,"Granulibacter bethesdensis CGDNIH1","Forward",2963,0,-0.0760775823113455,-0.999818718033706,227.279879199862,0.858620310269466,0.60614242321971,2963
"99","contig13351",22,"Desulfitobacterium hafniense Y51","Forward",2004,0,-0.069010362043891,-0.99994222688824,144.99217699398,0.29731946228581,0.473552894211577,2004
"100","contig13356",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2087,0,-0.0757527171405828,-0.999856398440394,160.932903340937,0.535855280938977,0.612362242453282,2087
"101","contig13368",21,"Bacillus halodurans C-125","Reverse",2012,0,-0.068912592499858,-0.999956928976723,144.562929548712,0.257400330215026,0.45675944333996,2012
"102","contig13376",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2392,0,-0.0712030095408712,-0.999954204417339,176.16913719153,0.326029745719314,0.586120401337793,2392
"103","contig13377",11,"Streptococcus gallolyticus UCN34","Forward",2007,0,-0.0771733035161691,-0.99993086729611,161.583417305101,0.364231480507721,0.368211260587942,2007
"104","contig13388",32,"Granulibacter bethesdensis CGDNIH1","Forward",2644,0,-0.0727677984325465,-0.999956343825474,198.707881921511,0.359559746220759,0.585854765506808,2644
"105","contig13415",41,"Fake Bacteria","Reverse",2897,0,-0.0766626521886873,-0.999948211251557,226.904603062801,0.452043084832982,0.661373835001726,2897
"106","contig1342",22,"Desulfitobacterium hafniense Y51","Forward",2567,0,-0.0683914535842081,-0.999967912334153,181.81779946751,0.281265211445695,0.477989871445267,2567
"107","contig13443",22,"Desulfitobacterium hafniense Y51","Reverse",2355,0,-0.0691195530085147,-0.999962167991561,169.062497086282,0.283190648301795,0.474734607218684,2355
"108","contig13455",22,"Desulfitobacterium hafniense Y51","Reverse",2232,0,-0.0685886292121146,-0.999970615597912,161.419811552821,0.234740037611042,0.472670250896057,2232
"109","contig13514",22,"Desulfitobacterium hafniense Y51","Reverse",2916,0,-0.0678095356181544,-0.999983910745851,204.342499998724,0.257003525837688,0.479766803840878,2916
"110","contig1353",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2806,0,-0.0754706217302661,-0.999978094523563,215.900254257722,0.321171057147328,0.594440484675695,2806
"111","contig13535",41,"Fake Bacteria","Forward",2849,0,-0.0770202868067856,-0.999980152178295,227.013380250365,0.27660362980663,0.667602667602668,2849
"112","contig13587",32,"Granulibacter bethesdensis CGDNIH1","Forward",2270,0,-0.0738055182339767,-0.999979032605404,175.53061861941,0.216989514733045,0.577973568281938,2270
"113","contig13589",51,"Mycoplasma arthritidis 158L3-1","Reverse",2867,0,-0.0891754267662492,-0.999935398202457,258.91888092735,0.581204296654331,0.312521799790722,2867
"114","contig13617",22,"Pelotomaculum thermopropionicum SI","Reverse",2245,0,-0.0700608927242888,-0.999939577249788,164.858088855199,0.34582548737509,0.455233853006682,2245
"115","contig13644",21,"Bacillus halodurans C-125","Reverse",2025,0,-0.0677869838783348,-0.999967335585954,143.575876836934,0.221903671838479,0.451358024691358,2025
"116","contig13762",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2290,0,-0.0750348105308893,-0.99989479535475,179.938739500945,0.49853424236865,0.615720524017467,2290
"117","contig13790",21,"Bacillus halodurans C-125","Forward",2474,0,-0.0696891990490801,-0.999944235775016,177.771037770618,0.36416121579826,0.447453516572352,2474
"118","contig13828",41,"Fake Bacteria","Reverse",2458,0,-0.0748715240241605,-0.999914526544744,188.891949338027,0.551409925369914,0.651342554922701,2458
"119","contig13830",21,"Bacillus halodurans C-125","Forward",2126,0,-0.0669937320141458,-0.999895564063647,150.902360518804,0.471673444693459,0.451081843838194,2126
"120","contig13839",33,"Prochlorococcus marinus MIT9303","Forward",2759,0,-0.0685613083142308,-0.999957721683624,198.351352295717,0.348021268276107,0.546574845958681,2759
"121","contig1398",33,"Prochlorococcus marinus MIT9303","Reverse",2747,0,-0.0704814971483818,-0.999894586632239,201.340811594568,0.562246979381731,0.527120495085548,2747
"122","contig14009",33,"Prochlorococcus marinus MIT9303","Forward",2273,0,-0.0714414094573362,-0.999997417430708,168.577952074619,0.0845691423549226,0.536295644522657,2273
"123","contig14020",11,"Streptococcus gallolyticus UCN34","Forward",2252,0,-0.0770851367827783,-0.999976142396649,176.692680605068,0.239846187478077,0.381438721136767,2252
"124","contig14064",61,"Thiobacillus denitrificans ATCC 25259","Forward",2153,0,-0.0868109807811598,-0.999952944009268,191.270251895433,0.415508022103363,0.665582907570831,2153
"125","contig14160",22,"Desulfitobacterium hafniense Y51","Forward",2805,0,-0.0673265795349586,-0.999959508595326,198.112987648093,0.339906181852389,0.476648841354724,2805
"126","contig14180",41,"Fake Bacteria","Reverse",2368,0,-0.0760892287172229,-0.999890668764855,187.027636894919,0.61058568522485,0.665118243243243,2368
"127","contig14186",22,"Desulfitobacterium hafniense Y51","Reverse",2315,0,-0.0685650630428338,-0.999987399851282,165.816233419514,0.159364237892031,0.478617710583153,2315
"128","contig14307",11,"Streptococcus gallolyticus UCN34","Reverse",2546,0,-0.0755954945194474,-0.999886514950625,199.563546134082,0.664426858845676,0.377847604084839,2546
"129","contig14328",32,"Granulibacter bethesdensis CGDNIH1","Forward",2773,0,-0.0717557514684994,-0.999941618989515,209.02229103254,0.43007085628319,0.575910566173819,2773
"130","contig14333",51,"Mycoplasma arthritidis 158L3-1","Forward",2628,0,-0.0861354329212367,-0.999797688909072,235.043622562147,0.910884719746497,0.323820395738204,2628
"131","contig14364",51,"Mycoplasma arthritidis 158L3-1","Forward",2617,0,-0.0881799735902075,-0.999919286725091,232.262681224725,0.586383787783166,0.317157050057318,2617
"132","contig14369",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2063,0,-0.0727932393612006,-0.999966843124767,157.628214461556,0.280238432245792,0.583131362094038,2063
"133","contig14399",11,"Streptococcus gallolyticus UCN34","Reverse",2500,0,-0.0758042168678455,-0.999876706143971,197.394980464323,0.59523607949303,0.3748,2500
"134","contig14420",41,"Fake Bacteria","Reverse",2824,0,-0.0762352930044084,-0.999946253125222,219.380732608151,0.446425446929553,0.656515580736544,2824
"135","contig14438",61,"Thiobacillus denitrificans ATCC 25259","Forward",2292,0,-0.0862102472340158,-0.999480895977803,203.585827583715,1.2739194251944,0.667975567190227,2292
"136","contig14501",61,"Thiobacillus denitrificans ATCC 25259","Reverse",2047,0,-0.0916518522365722,-0.999880956345231,192.247328899186,0.578962746167145,0.679531021006351,2047
"137","contig14511",21,"Bacillus halodurans C-125","Reverse",2808,0,-0.0696141547683027,-0.999971713463544,203.35589646024,0.29408437146961,0.431980056980057,2808
"138","contig14586",21,"Bacillus halodurans C-125","Forward",2658,0,-0.0710790751214595,-0.999912672333704,197.535568749564,0.499437538155543,0.428141459744169,2658
"139","contig1460",51,"Mycoplasma arthritidis 158L3-1","Forward",2184,0,-0.0902670765229844,-0.999469737901345,202.992881706708,1.28449066346472,0.302197802197802,2184
"140","contig14606",22,"Desulfitobacterium hafniense Y51","Reverse",2305,0,-0.0699702509077941,-0.99998887319047,167.193542637285,0.152166260584999,0.444251626898048,2305
"141","contig1463",21,"Bacillus halodurans C-125","Forward",2610,0,-0.0691178665071349,-0.999966946823725,188.869153440974,0.293354794884166,0.427969348659004,2610
"142","contig14631",21,"Bacillus halodurans C-125","Reverse",2117,0,-0.0683749147628578,-0.999953907416342,150.213465977882,0.277938890839879,0.468115257439773,2117
"143","contig14680",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2965,0,-0.074732224067554,-0.999927003067656,225.533831041672,0.535492902077946,0.606408094435076,2965
"144","contig147",22,"Desulfitobacterium hafniense Y51","Forward",2539,0,-0.0672104294408384,-0.999955393673119,176.697061179144,0.32249882848214,0.488775108310358,2539
"145","contig14721",31,"Pelotomaculum thermopropionicum SI","Forward",2268,0,-0.0683615401806477,-0.999208994021019,165.150839819382,1.41396374096952,0.535273368606702,2268
"146","contig1475",22,"Desulfitobacterium hafniense Y51","Reverse",2922,0,-0.0681512910793633,-0.999939915916087,206.918204448777,0.436636319124063,0.453798767967146,2922
"147","contig14750",22,"Desulfitobacterium hafniense Y51","Forward",2831,0,-0.0669744499916226,-0.999951243350133,197.450137316757,0.428867415704521,0.473684210526316,2831
"148","contig14752",11,"Streptococcus gallolyticus UCN34","Reverse",2730,0,-0.0766520407176996,-0.999863284254233,215.179659490936,0.692126001279217,0.372893772893773,2730
"149","contig14790",31,"Pelotomaculum thermopropionicum SI","Forward",2612,0,-0.070238369073928,-0.999857918114753,192.123947093085,0.61863149144204,0.527565084226646,2612
"150","contig14816",51,"Mycoplasma arthritidis 158L3-1","Forward",2587,0,-0.0893232658612038,-0.999967613263207,238.575561495124,0.371932601698544,0.319288751449555,2587
"151","contig14831",61,"Thiobacillus denitrificans ATCC 25259","Reverse",2983,0,-0.0898035196736669,-0.999916695247613,282.432223989065,0.691647597795334,0.68085819644653,2983
"152","contig14851",33,"Prochlorococcus marinus MIT9303","Reverse",2105,0,-0.0715595416467413,-0.999704440006479,156.523791828424,0.732628534616905,0.575296912114014,2105
"153","contig14860",22,"Desulfitobacterium hafniense Y51","Reverse",2064,0,-0.0695423021874131,-0.999971945691312,150.00542161744,0.215029349782507,0.437015503875969,2064
"154","contig14899",32,"Granulibacter bethesdensis CGDNIH1","Forward",2114,0,-0.0749555629063557,-0.999943041670374,167.100160783601,0.33824893707446,0.600283822138127,2114
"155","contig14959",31,"Pelotomaculum thermopropionicum SI","Reverse",2709,0,-0.0693583982883634,-0.999935645654724,199.302711201722,0.426504129196134,0.54485049833887,2709
"156","contig14993",31,"Pelotomaculum thermopropionicum SI","Reverse",2244,0,-0.0736380030215475,-0.999977398568154,172.099318927555,0.222193548790766,0.57397504456328,2244
"157","contig15010",41,"Fake Bacteria","Forward",2311,0,-0.0761244155552663,-0.999965261666222,182.199773336321,0.335850816042691,0.662916486369537,2311
"158","contig15023",41,"Fake Bacteria","Reverse",2412,0,-0.075817012673356,-0.999830185764292,188.989335675352,0.674150884928405,0.661276948590381,2412
"159","contig15045",41,"Fake Bacteria","Reverse",2041,0,-0.0779036010892776,-0.999910319126594,164.350062212914,0.425708009554899,0.669279764821166,2041
"160","contig15146",41,"Fake Bacteria","Reverse",2701,0,-0.0760261101799672,-0.999984129014232,210.540233750306,0.264989279949163,0.658274713069234,2701
"161","contig1516",33,"Prochlorococcus marinus MIT9303","Reverse",2684,0,-0.0686486933374788,-0.999978983401193,189.203407010084,0.23891110809744,0.533904619970194,2684
"162","contig15190",22,"Desulfitobacterium hafniense Y51","Forward",2868,0,-0.0673759997711426,-0.999977105163953,202.897881050885,0.261539980793622,0.461645746164575,2868
"163","contig15203",33,"Prochlorococcus marinus MIT9303","Reverse",2859,0,-0.0724651590520205,-0.999945641815059,215.806181772388,0.43220566602034,0.541448058761805,2859
"164","contig1522",21,"Bacillus halodurans C-125","Reverse",2724,0,-0.0677250674221334,-0.999984479280053,190.718498382931,0.205565958425124,0.457782672540382,2724
"165","contig15265",41,"Fake Bacteria","Reverse",2788,0,-0.0762170402175299,-0.999968906137431,215.51877747572,0.335174322312316,0.654949784791966,2788
"166","contig15366",41,"Fake Bacteria","Reverse",2921,0,-0.0768083986509568,-0.999989340271302,229.216823674158,0.237280888382072,0.660732625813078,2921
"167","contig15387",33,"Prochlorococcus marinus MIT9303","Reverse",2201,0,-0.0739024044041149,-0.999986721054452,169.187505473891,0.191982666309691,0.570649704679691,2201
"168","contig1540",33,"Prochlorococcus marinus MIT9303","Reverse",2236,0,-0.0701709404242289,-0.999940328536124,162.75275263925,0.392751039942975,0.532200357781753,2236
"169","contig15426",51,"Mycoplasma arthritidis 158L3-1","Reverse",2669,0,-0.0855286914586083,-0.999726733019628,234.210238606556,1.06794942030251,0.324091420007493,2669
"170","contig15452",21,"Bacillus halodurans C-125","Forward",2479,0,-0.0691764663332746,-0.999960421355705,177.860353531848,0.305280030825128,0.446954417103671,2479
"171","contig15469",32,"Granulibacter bethesdensis CGDNIH1","Forward",2989,0,-0.0761370462486899,-0.999982291986266,234.43822697448,0.270958574643959,0.617597858815657,2989
